Id de evento;Tipo;Fecha Evento;Título evento;Descripcion y Resumen Evento;Categorias;Subcategorias;Doble/Multiple Afectacion;Resolucion 1612;Resolucion 1820;Departmento;Municipio;Latitud;Longitud;Numero de afectados;Genero;Familia;Ocupacion;Etnia;Grupo poblacional;Edad;Estado;Condicion;Fecha de fuente;Tipo de fuente;Nombre de fuente;Fuente
611;Violencia;2024-02-27T00:00:00;Cuatro jóvenes fueron secuestrados en Tibú;.Norte De Santander-Tibú-martes 27 febrero 2024;Ataques contra la población civil;Secuestro;No;No;No;Norte De Santander;Tibú;8.64;-72.73805556;4;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;Desconocido;Desconocido;45349;Radio;Caracol;https://caracol.com.co/2024/02/27/cuatro-jovenes-fueron-secuestrados-en-tibu/
612;Violencia;2024-02-19T00:00:00;Advertencia de enfrentamientos entre dos GANE provoca suspensión de actividades humanitarias;.Chocó-El Litoral Del San Juan-lunes 19 febrero 2024;Restricción al acceso humanitario;Operaciones militares y hostilidades continuas impidiendo a las operaciones humanitarias;No;No;No;Chocó;Litoral del San Juan;4.258611111;-77.3675;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45341;Equipos Locales de Coordinación - ELC;ELC Chocó;Sin Enlace
613;Violencia;2024-02-22T00:00:00;Masacre en Risaralda: reportan cuatro muertos en Santuario, Risaralda;.Risaralda-Santuario-jueves 22 febrero 2024;Ataques contra la población civil;Masacre (homicidio colectivo);No;No;No;Risaralda;Santuario;5.074722222;-75.96444444;4;Masculino;0;Sin Información;Sin información;Sin información;Sin información;Muerto;Desconocido;45344;Prensa;El Tiempo;https://www.eltiempo.com/colombia/otras-ciudades/masacre-en-risaralda-reportan-cuatro-personas-muertas-en-el-municipio-de-santuario-857971
614;Violencia;2024-02-05T00:00:00;Se presentan amenazas y violencias contra el personal humanitario en Ocaña;.Norte De Santander-Ocaña-lunes 5 febrero 2024;Restricción al acceso humanitario;Amenazas y violaciones encontra el personal humanitario y sus instalaciones;No;No;No;Norte De Santander;Ocaña;8.23342;-73.35331;2;Masculino;0;Trabajador humanitario;Sin información;Población en general;Mayor de 18 años;No aplica;Desconocido;45349;Equipos Locales de Coordinación - ELC;ELC Norte de Santander;ELC NORTE DE SANTANDER
615;Violencia;2024-02-05T00:00:00;Se presentan amenazas y violencias contra el personal humanitario en Ocaña;.Norte De Santander-Ocaña-lunes 5 febrero 2024;Ataques contra la población civil;Control social (toques de queda, códigos de conducta, manuales de convivencia, carnetizando);No;No;No;Norte De Santander;Ocaña;8.23342;-73.35331;0;Desconocido;0;Trabajador humanitario;Sin información;Población en general;Mayor de 18 años;No aplica;Desconocido;45349;Equipos Locales de Coordinación - ELC;ELC Norte de Santander;ELC NORTE DE SANTANDER
616;Violencia;2024-02-22T00:00:00;Retenes ilegales en el municipio de Sardinata en Norte de Santander;.Norte De Santander-Sardinata-jueves 22 febrero 2024;Ataques contra la población civil;Control social (toques de queda, códigos de conducta, manuales de convivencia, carnetizando);No;No;No;Norte De Santander;Sardinata;8.083611111;-72.80027778;0;Masculino;0;Trabajador humanitario;Sin información;Población en general;Mayor de 18 años;No aplica;Desconocido;45349;Equipos Locales de Coordinación - ELC;ELC Norte de Santander;ELC NORTE DE SANTANDER
617;Violencia;2024-02-22T00:00:00;Retenes ilegales en el municipio de Sardinata en Norte de Santander;.Norte De Santander-Sardinata-jueves 22 febrero 2024;Restricción al acceso humanitario;Restricciones o interferencia con el paso de agencias, personal o bienes en el país;No;No;No;Norte De Santander;Sardinata;8.083611111;-72.80027778;4;Masculino;0;Trabajador humanitario;Sin información;Sin información;Mayor de 18 años;No aplica;Desconocido;45349;Equipos Locales de Coordinación - ELC;ELC Norte de Santander;ELC NORTE DE SANTANDER
618;Violencia;2024-02-27T00:00:00;Cierre de la vía Cúcuta - Pamplona por presencia de AEI;.Norte De Santander-Cúcuta-martes 27 febrero 2024;Uso de artefactos explosivos;Munición sin explotar - MSE;No;No;No;Norte De Santander;Cúcuta;7.9075;-72.50472222;0;Desconocido;0;Sin Información;Sin información;Población en general;Sin información;No aplica;Desconocido;45349;Prensa;La Opinión;https://www.laopinion.com.co/region/posible-artefacto-explosivo-en-la-cucuta-pamplona
619;Violencia;2024-02-26T00:00:00;Amenazada mujer líder en Pasto - Nariño;.Nariño-Pasto-lunes 26 febrero 2024;Ataques contra la población civil;Amenazas (individuales/colectivas);No;No;No;Nariño;Pasto;1.21;-77.27472222;1;Femenino;0;Lider(esa) Comunitario (a);AfroColombiano-AfroColombiano;Población en general;Mayor de 18 años;No aplica;Civil;45349;Equipos Locales de Coordinación - ELC;ELC Nariño;Sin Enlace
620;Violencia;2024-02-23T00:00:00;Bolívar, Cauca: asesinan a campesino en el casco urbano;.Cauca-Bolívar-viernes 23 febrero 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Cauca;Bolívar;1.835833333;-76.96638889;1;Masculino;0;Campesino(a) / Agricultor(a);Sin información;Población en general;Mayor de 18 años;Muerto;Civil;45345;Prensa;periodicovirtual.com;https://periodicovirtual.com/bolivar-cauca-asesinan-a-campesino-en-el-casco-urbano/
621;Violencia;2024-02-26T00:00:00;Adolescente indígena fue secuestrado en zona rural de Silvia, Cauca;.Cauca-Silvia-lunes 26 febrero 2024;Ataques contra la población civil;Secuestro;No;Si;No;Cauca;Silvia;2.610833333;-76.37888889;1;Masculino;0;Sin Información;Indígena-Desconocido;Población en general;Menor de 18 años;Desconocido;Civil;45348;Prensa;periodicovirtual.com;https://periodicovirtual.com/adolescente-indigena-fue-secuestrado-en-zona-rural-de-silvia-cauca/
622;Violencia;2024-02-26T00:00:00;Dos personas fueron retenidas y después asesinadas en la zona rural del municipio de Timbío, al sur del departamento del Cauca.;.Cauca-Timbío-lunes 26 febrero 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Cauca;Timbío;2.352777778;-76.68194444;2;Masculino;0;Sin Información;Sin información;Población en general;Mayor de 18 años;Muerto;Civil;45348;Prensa;periodicovirtual.com;https://periodicovirtual.com/fueron-llevados-a-la-via-panamericana-para-despues-asesinarlos/
623;Violencia;2024-02-26T00:00:00;Asesinaron a otro líder social en el norte del Cauca;.Cauca-Santander De Quilichao-lunes 26 febrero 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Cauca;Santander de Quilichao;3.008333333;-76.48388889;1;Masculino;0;Lider(esa) Social;Sin información;Población en general;Mayor de 18 años;Muerto;Civil;45348;Radio;La W;https://www.wradio.com.co/2024/02/26/asesinaron-a-otro-lider-social-en-el-norte-del-cauca/
624;Violencia;2024-02-27T00:00:00;Líder de la guardia indígena atacado con arma de fuego;.Cauca-Puracé (Coconuco)-martes 27 febrero 2024;Ataques contra la población civil;Atentado;No;No;No;Cauca;Puracé (Coconuco);2.341388889;-76.49694444;1;Masculino;0;Lider(esa) Comunitario (a);Indígena-Coconuco;Población en general;Mayor de 18 años;No aplica;Civil;45349;Prensa;periodicovirtual.com;https://periodicovirtual.com/giovanny-collazos-lider-de-la-guardia-indigena-atacado-con-arma-de-fuego/
625;Violencia;2024-02-22T00:00:00;Asesinato a líder social en Palmira;.Valle Del Cauca-Palmira-Thursday, February 22, 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Valle Del Cauca;Palmira;3.534722222;-76.29555556;1;Masculino;0;Lider(esa) Social;AfroColombiano-AfroColombiano;Población en general;Mayor de 18 años;Muerto;Civil;45349;Prensa;Sin Información;Sin Enlace
626;Violencia;2024-02-28T00:00:00;Panfleto de amenazas en la subregión de Cordillera en Nariño;.Nariño,Nariño,Nariño,Nariño,Nariño-Policarpa,Cumbitara,Leiva,El Rosario,Taminango-miércoles 28 febrero 2024;Ataques contra la población civil;Amenazas (individuales/colectivas);No;No;No;Nariño;Cumbitara;1.647777778;-77.57833333;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45350;Equipos Locales de Coordinación - ELC;ELC Nariño;Sin Enlace
627;Violencia;2024-02-28T00:00:00;Panfleto de amenazas en la subregión de Cordillera en Nariño;.Nariño,Nariño,Nariño,Nariño,Nariño-Policarpa,Cumbitara,Leiva,El Rosario,Taminango-miércoles 28 febrero 2024;Ataques contra la población civil;Amenazas (individuales/colectivas);No;No;No;Nariño;El Rosario;1.743055556;-77.33472222;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45350;Equipos Locales de Coordinación - ELC;ELC Nariño;Sin Enlace
628;Violencia;2024-02-28T00:00:00;Panfleto de amenazas en la subregión de Cordillera en Nariño;.Nariño,Nariño,Nariño,Nariño,Nariño-Policarpa,Cumbitara,Leiva,El Rosario,Taminango-miércoles 28 febrero 2024;Ataques contra la población civil;Amenazas (individuales/colectivas);No;No;No;Nariño;Leiva;1.933888889;-77.30527778;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45350;Equipos Locales de Coordinación - ELC;ELC Nariño;Sin Enlace
629;Violencia;2024-02-28T00:00:00;Panfleto de amenazas en la subregión de Cordillera en Nariño;.Nariño,Nariño,Nariño,Nariño,Nariño-Policarpa,Cumbitara,Leiva,El Rosario,Taminango-miércoles 28 febrero 2024;Ataques contra la población civil;Amenazas (individuales/colectivas);No;No;No;Nariño;Policarpa;1.628333333;-77.46027778;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45350;Equipos Locales de Coordinación - ELC;ELC Nariño;Sin Enlace
630;Violencia;2024-02-28T00:00:00;Panfleto de amenazas en la subregión de Cordillera en Nariño;.Nariño,Nariño,Nariño,Nariño,Nariño-Policarpa,Cumbitara,Leiva,El Rosario,Taminango-miércoles 28 febrero 2024;Ataques contra la población civil;Amenazas (individuales/colectivas);No;No;No;Nariño;Taminango;1.57;-77.28055556;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45350;Equipos Locales de Coordinación - ELC;ELC Nariño;Sin Enlace
631;Violencia;2024-02-29T00:00:00;Incautación de 21 minas antipersonal en Tumaco - Nariño;.Nariño-Tumaco-jueves 29 febrero 2024;Restricción al acceso humanitario;Presencia de Minas Antipersonales (MAP) y Municiones Sin Explotar (MUSE);No;No;No;Nariño;Tumaco;1.806666667;-78.76472222;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45351;Entidad Pública;Ejército;Sin Enlace
632;Violencia;2024-02-26T00:00:00;Homicidio de líder comunitario y civil en vereda El Mango, en Puerto Guzmán, Putumayo;.Putumayo-Puerto Guzmán-lunes 26 febrero 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Putumayo;Puerto Guzmán;0.963611111;-76.40861111;1;Masculino;0;Lider(esa) Comunitario (a);Sin información;No Aplica;Mayor de 18 años;Muerto;Civil;45348;Sociedad Civil;Indepaz;https://twitter.com/Indepaz/status/1762299547634610534
633;Violencia;2024-02-26T00:00:00;Homicidio de líder comunitario y civil en vereda El Mango, en Puerto Guzmán, Putumayo;.Putumayo-Puerto Guzmán-lunes 26 febrero 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Putumayo;Puerto Guzmán;0.963611111;-76.40861111;1;Masculino;0;Sin Información;Sin información;Sin información;Mayor de 18 años;Muerto;Civil;45348;Sociedad Civil;Indepaz;https://twitter.com/Indepaz/status/1762299547634610534
634;Violencia;2024-02-24T00:00:00;Retención, secuestro y liberación de civil en Puerto Guzmán, Putumayo. ;.Putumayo-Puerto Guzmán-sábado 24 febrero 2024;Desplazamiento forzado;Desplazamiento individual;No;Si;No;Putumayo;Puerto Guzmán;0.963611111;-76.40861111;1;Desconocido;0;Sin Información;Sin información;Sin información;Mayor de 18 años;No aplica;Desconocido;45346;Equipos Locales de Coordinación - ELC;ELC Putumayo;Sin Enlace
635;Violencia;2024-02-24T00:00:00;Retención, secuestro y liberación de civil en Puerto Guzmán, Putumayo. ;.Putumayo-Puerto Guzmán-sábado 24 febrero 2024;Desplazamiento forzado;Desplazamiento individual;No;Si;No;Putumayo;Puerto Guzmán;0.963611111;-76.40861111;1;Femenino;1;Sin Información;Sin información;Sin información;Mayor de 18 años;No aplica;Desconocido;45346;Equipos Locales de Coordinación - ELC;ELC Putumayo;Sin Enlace
636;Violencia;2024-02-24T00:00:00;Retención, secuestro y liberación de civil en Puerto Guzmán, Putumayo. ;.Putumayo-Puerto Guzmán-sábado 24 febrero 2024;Desplazamiento forzado;Desplazamiento individual;No;Si;No;Putumayo;Puerto Guzmán;0.963611111;-76.40861111;2;Masculino;0;Sin Información;Sin información;Sin información;Menor de 18 años;No aplica;Desconocido;45346;Equipos Locales de Coordinación - ELC;ELC Putumayo;Sin Enlace
637;Violencia;2024-02-24T00:00:00;Retención, secuestro y liberación de civil en Puerto Guzmán, Putumayo. ;.Putumayo-Puerto Guzmán-sábado 24 febrero 2024;Ataques contra la población civil;Secuestro;No;Si;No;Putumayo;Puerto Guzmán;0.963611111;-76.40861111;1;Masculino;0;Sin Información;Sin información;Sin información;Mayor de 18 años;No aplica;Desconocido;45346;Equipos Locales de Coordinación - ELC;ELC Putumayo;Sin Enlace
638;Violencia;2024-02-22T00:00:00;Amenaza contra personal educativo en Puerto Guzmán ;.Putumayo-Puerto Guzmán-jueves 22 febrero 2024;Ataques contra la población civil;Amenazas (individuales/colectivas);No;Si;No;Putumayo;Puerto Guzmán;0.963611111;-76.40861111;1;Femenino;0;Maestro(a);Sin información;Población en general;Mayor de 18 años;No aplica;Civil;45344;Equipos Locales de Coordinación - ELC;ELC Putumayo;Sin Enlace
639;Violencia;2024-02-22T00:00:00;Amenaza contra personal educativo en Puerto Guzmán ;.Putumayo-Puerto Guzmán-jueves 22 febrero 2024;Desplazamiento forzado;Desplazamiento individual;No;Si;No;Putumayo;Puerto Guzmán;0.963611111;-76.40861111;1;Femenino;0;Maestro(a);Sin información;Población en general;Mayor de 18 años;No aplica;Civil;45344;Equipos Locales de Coordinación - ELC;ELC Putumayo;Sin Enlace
640;Violencia;2024-02-22T00:00:00;Nuevo  Panfleto amenazante en Putumayo. ;.Putumayo-Mocoa-jueves 22 febrero 2024;Ataques contra la población civil;Amenazas (individuales/colectivas);No;No;No;Putumayo;Mocoa;1.149166667;-76.64638889;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45344;Prensa;Conexión Putumayo;https://lapuyaradio.com/posibles-amenazas-al-departamento-del-putumayo/?fbclid=IwAR2IjiVB_Y082vvudr5MlnzkkbdwptJSLsPzfrRAua9M3JjrWjpDeI8aPQo
641;Violencia;2024-02-26T00:00:00;Se reportan dos cuerpos sin vida en zona rural de Rio Iró (Chocó);.Chocó-Río Iró-lunes 26 febrero 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Chocó;Río Iró;5.185;-76.47166667;2;Masculino;0;Sin Información;Sin información;Sin información;Sin información;Muerto;Desconocido;45348;Prensa;Chocó 7 días;https://choco7dias.com/encuentran-dos-cadaveres-en-zona-rural-de-rio-iro/
642;Violencia;2024-02-29T00:00:00;En retén de un GANE hay despojo de ayuda humanitaria en Bojayá (Chocó);.Chocó-Bojaya-jueves 29 febrero 2024;Restricción al acceso humanitario;Interferencia en la implementación de actividades/acción humanitaria;No;No;No;Chocó;Bojayá;6.523611111;-76.97444444;154;Desconocido;0;Sin Información;Indígena-Emberá;Sin información;Sin información;No aplica;Desconocido;45351;Equipos Locales de Coordinación - ELC;ELC Chocó;Sin Enlace
643;Violencia;2024-02-24T00:00:00;Homicídio de lideresa social;.Caquetá-Florencia-sábado 24 febrero 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Caquetá;Florencia;1.614166667;-75.61166667;1;Femenino;0;Lider(esa) Social;Sin información;Población en general;Mayor de 18 años;Muerto;Desconocido;45346;Prensa;Caqueta al día;Sin Enlace
644;Violencia;2024-02-23T00:00:00;Enfrentamiento entre GANE ;.Caquetá-San Vicente Del Caguán-viernes 23 febrero 2024;Acciones armadas;Enfrentamiento entre actores no estatales;No;No;No;Caquetá;San Vicente del Caguán;2.115277778;-74.77;1;Desconocido;0;Desconocida;Sin información;Sin información;Desconocido;Desconocido;Actor Armado no Estatal;45345;Radio;Cristalina Caquetá;Sin Enlace
645;Violencia;2024-02-15T00:00:00;Hostigamiento a estación de Policía en Vijagual, Puerto Wilches, Santander;.Santander-Puerto Wilches-jueves 15 febrero 2024;Acciones armadas;Hostigamiento;No;Si;No;Santander;Puerto Wilches;7.348333333;-73.89833333;1;Masculino;0;Estudiante;Sin información;Población en general;Menor de 18 años;Herido;Civil;45337;Radio;La W;https://www.wradio.com.co/2024/02/16/clan-del-golfo-ataco-estacion-de-policia-en-puerto-wilches-santander/
646;Violencia;2024-02-29T00:00:00;Confinamiento por incursión y enfrentamientos en la vereda Mina Canónico, Montecristo, Bolívar.;.Bolívar-Montecristo-jueves 29 febrero 2024;Ataque a objetivos ilícitos de guerra;Ataque, ocupación o uso infraestructura y/o bienes civiles (incluye bienes culturales y religiosos);No;No;No;Bolívar;Montecristo;8.295833333;-74.47277778;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45351;Entidad Pública;Alcaldía;Sin Enlace
